instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,key_resp_one.rt,key_resp_one.duration,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,key_resp_two.rt,key_resp_two.duration,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I balance my own needs with the needs of others.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I have a lot of self-care.,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I have a lot of self-care.,survey.block_1/question4.I have healthy boundaries.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,617.4667,618.5146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.2338,617.4667,3,1.2173,,0,7,7,23,1,38,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,619.7666,620.815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618.5153,619.7666,3,1.2361,,0,8,8,6,1,26,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,621.9,622.948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620.8157,621.8999,3,1.0694,,0,9,9,0,1,34,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,624.566,625.614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622.9486,624.5659,4,1.602,,0,10,10,19,1,22,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,627.5505,628.5978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625.6168,627.5504,1,1.9191,,0,11,11,14,1,18,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,629.8839,630.9306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628.5988,629.8839,3,1.2692,,0,12,12,34,1,40,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,632.2328,633.2813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.9321,632.2328,3,1.2848,,0,13,13,7,1,38,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,635.8501,636.8997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633.2824,635.85,4,2.5514,,0,14,14,26,1,36,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,638.6157,639.6647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636.9002,638.6157,1,1.7017,,0,15,15,27,1,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,641.3159,642.3644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639.6663,641.3158,3,1.6347,,0,16,16,41,1,36,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,644.5326,645.5813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642.3649,644.5325,4,2.1522,,0,17,17,40,1,20,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,646.8004,647.8486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645.5817,646.8004,3,1.1849,,0,18,18,2,1,40,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,649.5159,650.565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.8501,649.5159,4,1.6513,,0,19,19,35,1,22,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,651.7328,652.7808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.5662,651.7327,3,1.1505,,0,20,20,15,1,28,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,653.9662,655.0145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.7819,653.9662,3,1.1682,,0,21,21,8,1,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,656.1352,657.1839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.0155,656.1352,3,1.102,,0,22,22,21,1,30,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,658.7335,659.7804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.1846,658.7334,4,1.5349,,0,23,23,12,1,24,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,661.5336,662.5807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659.7819,661.5334,4,1.7359,,0,24,24,24,1,20,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,665.2013,666.2478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662.5819,665.2012,3,2.6048,,0,25,25,20,1,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,668.2198,669.2644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666.2492,668.2196,1,1.9563,,0,26,26,1,1,12,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,671.0662,672.114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669.2656,671.0661,3,1.7853,,0,27,27,29,1,32,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,674.9831,676.0312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672.1155,674.9831,2,2.8514,,0,28,28,36,1,16,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,679.049,680.0974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676.0325,679.0489,,,,0,29,29,31,1,28,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,681.7166,682.7649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680.0988,681.7166,2,1.6018,,0,30,30,4,1,16,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,684.6834,685.7309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682.7663,684.6834,3,1.9025,,0,31,31,38,1,26,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,687.4354,688.4842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685.7321,687.4353,3,1.6844,,0,32,32,39,1,38,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,689.8837,690.9321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688.4848,689.8836,2,1.3865,,0,33,33,9,1,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,693.0329,694.0808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690.9327,693.0329,3,2.086,,0,34,34,3,1,22,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,695.1658,696.2146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,694.0814,695.1657,3,1.0689,,0,35,35,32,1,34,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,697.9351,698.9837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696.2163,697.9351,4,1.6999,,0,36,36,33,1,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,701.0488,702.0979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,698.9841,701.0488,2,2.052,,0,37,37,25,1,14,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,703.549,704.5981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702.0985,703.549,3,1.4349,,0,38,38,13,1,32,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,705.9989,707.0481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704.5986,705.9989,3,1.3848,,0,39,39,18,1,40,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,708.4337,709.4828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,707.0485,708.4336,3,1.3679,,0,40,40,5,1,30,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,711.4486,712.4986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,709.4833,711.4486,2,1.9521,,0,41,41,11,1,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712.4989,718.015,space,5.4951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree low,Disagree low,Disagree moderate,Disagree low,Agree low,Disagree low,Agree moderate,Agree strong,Agree strong,Disagree low,Disagree low,Disagree low,Disagree moderate,Agree low,Disagree moderate,Agree strong,Agree strong,Agree moderate,Agree low,Disagree moderate,Agree low,Agree low,Disagree low,Agree low,Disagree low,Disagree strong,Agree low,Disagree low,Agree low,Disagree strong,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999.997,1004.3179,space,4.2962,
