instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,key_resp_one.rt,key_resp_one.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,key_resp_two.rt,key_resp_two.duration,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,key_resp_three.rt,key_resp_three.duration,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,309.541,310.591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.125,309.541,4,0,11,11,34,1,40,14,1.402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,311.758,312.808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.592,311.758,3,0,12,12,41,1,36,6,1.153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,313.975,315.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.808,313.975,4,0,13,13,15,1,28,6,1.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,316.175,317.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.024,316.175,3,0,14,14,0,1,34,11,1.136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,318.925,319.975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.224,318.925,4,0,15,15,40,1,20,13,1.687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,321.526,322.575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.976,321.526,2,0,16,16,26,1,36,18,1.534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,323.409,324.459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.576,323.409,4,0,17,17,6,1,26,17,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,325.459,326.509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.459,325.459,1,0,18,18,36,1,16,18,0.986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,327.759,328.808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.509,327.759,2,0,19,19,37,1,30,15,1.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,330.259,331.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.808,330.259,4,0,20,20,32,1,34,5,1.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,332.026,333.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.31,332.026,1,0,21,21,27,1,10,15,0.705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,334.642,335.693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.077,334.642,4,0,22,22,7,1,38,9,1.553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,337.51,338.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.693,337.51,3,0,23,23,23,1,38,13,1.803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,339.492,340.543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.56,339.492,1,0,24,24,25,1,14,19,0.919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,341.927,342.976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.543,341.927,3,0,25,25,5,1,30,7,1.372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,343.744,344.794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.976,343.744,1,0,26,26,3,1,22,15,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,346.043,347.094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.794,346.043,3,0,27,27,18,1,40,12,1.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,348.544,349.593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.094,348.544,1,0,28,28,29,1,32,16,1.437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,350.994,352.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.593,350.994,1,0,29,29,8,1,20,5,1.391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,353.327,354.378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.045,353.327,1,0,30,30,30,1,18,7,1.269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,355.195,356.244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.378,355.195,1,0,31,31,14,1,18,17,0.803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,357.627,358.677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.245,357.627,1,0,32,32,33,1,12,8,1.374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,359.495,360.544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.678,359.495,1,0,33,33,9,1,14,15,0.805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,361.528,362.578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.544,361.528,1,0,34,34,24,1,20,11,0.972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,364.145,365.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.578,364.145,2,0,35,35,21,1,30,9,1.557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,366.479,367.527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.195,366.479,1,0,36,36,28,1,24,10,1.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,368.311,369.362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.528,368.311,1,0,37,37,20,1,16,16,0.776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,370.362,371.411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.362,370.362,1,0,38,38,11,1,10,9,0.985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,372.729,373.779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.411,372.729,3,0,39,39,39,1,38,5,1.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,374.763,375.812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.779,374.763,1,0,40,40,16,1,34,13,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,377.178,378.229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.813,377.178,2,0,41,41,10,1,36,12,1.352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.229,380.879,space,2.626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree low,Agree strong,Disagree low,Agree low,Agree low,Disagree strong,Agree moderate,Agree low,Agree moderate,Disagree moderate,Agree strong,Agree moderate,Agree moderate,Agree strong,Agree low,Agree strong,Agree low,Agree strong,Agree moderate,Disagree strong,Disagree low,Agree strong,Agree moderate,Disagree strong,Agree strong,Agree strong,Disagree moderate,Agree moderate,Agree low,Agree moderate,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559.804,561.091,space,1.267,
