instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,key_resp_one.rt,key_resp_one.duration,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,key_resp_two.rt,key_resp_two.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have a lot of self-care.,survey.block_1/question1.I have healthy boundaries.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,survey.block_1/question3.I balance my own needs with the needs of others.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,309.5603,310.611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.586,309.5603,3,1.9655,,0,5,5,30,1,18,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,311.7783,312.8278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.6115,311.7783,4,1.1562,,0,6,6,18,1,40,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,313.7445,314.7935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.8281,313.7445,4,0.9065,,0,7,7,12,1,24,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,315.5278,316.5767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.7938,315.5277,4,0.7251,,0,8,8,29,1,32,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,317.4486,318.4986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.5772,317.4486,1,0.8625,,0,9,9,25,1,14,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,319.2069,320.2569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.499,319.2068,1,0.6982,,0,10,10,22,1,26,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,321.3817,322.4319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.2574,321.3817,3,1.113,,0,11,11,36,1,16,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,323.7732,324.8236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.4322,323.7731,3,1.3324,,0,12,12,33,1,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,325.9321,326.9819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.824,325.9321,1,1.0983,,0,13,13,40,1,20,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,328.0811,329.131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.9823,328.0811,1,1.0894,,0,14,14,32,1,34,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,330.6562,331.7061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.1315,330.6562,3,1.5161,,0,15,15,4,1,16,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,332.8068,333.8568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.7065,332.8068,3,1.0912,,0,16,16,10,1,36,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,334.8865,335.9361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.8573,334.8864,3,1.0201,,0,17,17,15,1,28,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,337.1687,338.2194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.9365,337.1687,1,1.2232,,0,18,18,16,1,34,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,339.0781,340.1266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.2199,339.078,1,0.8465,,0,19,19,0,1,34,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,341.2269,342.2777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.1268,341.2269,3,1.092,,0,20,20,7,1,38,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,343.8102,344.8601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.2781,343.8102,2,1.523,,0,21,21,37,1,30,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,345.9359,346.986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.8605,345.9359,1,1.0696,,0,22,22,11,1,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,347.9693,349.0193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.9864,347.9692,3,0.9727,,0,23,23,17,1,12,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,349.9944,351.0444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.0198,349.9944,1,0.9645,,0,24,24,19,1,22,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,351.8943,352.944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.0451,351.8943,4,0.8393,,0,25,25,41,1,36,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,354.5114,355.5605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.9446,354.5113,2,1.555,,0,26,26,34,1,40,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,356.8527,357.9026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.561,356.8527,3,1.2822,,0,27,27,8,1,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,358.6693,359.7195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.9031,358.6693,2,0.7613,,0,28,28,5,1,30,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,361.2685,362.3193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.7197,361.2685,1,1.5405,,0,29,29,23,1,38,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,363.5776,364.6276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.3197,363.5775,2,1.2478,,0,30,30,27,1,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,365.6934,366.7442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.6279,365.6934,1,1.0572,,0,31,31,35,1,22,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,368.1948,369.2443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.7447,368.1947,2,1.4392,,0,32,32,28,1,24,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,370.3099,371.361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.2448,370.3099,3,1.0544,,0,33,33,31,1,28,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,372.0273,373.0775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.3615,372.0273,3,0.6549,,0,34,34,13,1,32,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,374.3942,375.4432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.0778,374.3942,3,1.3073,,0,35,35,6,1,26,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,376.5183,377.5691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.4435,376.5183,1,1.0667,,0,36,36,9,1,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,378.5359,379.5856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.5694,378.5359,1,0.9573,,0,37,37,24,1,20,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,381.786,382.835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.5861,381.7859,2,2.1894,,0,38,38,39,1,38,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,383.8358,384.8859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.8353,383.8358,2,0.9928,,0,39,39,3,1,22,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,386.5769,387.6275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.8861,386.5769,3,1.6856,,0,40,40,14,1,18,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,388.6447,389.694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.6281,388.6446,4,1.006,,0,41,41,26,1,36,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.6942,392.2321,space,2.5204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree low,Agree strong,Agree moderate,Agree moderate,Disagree low,Agree moderate,Agree low,Agree moderate,Agree strong,Agree moderate,Disagree low,Disagree moderate,Agree strong,Agree strong,Agree low,Disagree low,Disagree low,Agree strong,Agree low,Disagree moderate,Disagree low,Agree moderate,Agree low,Disagree low,Agree strong,Agree strong,Agree low,Agree low,Agree strong,Disagree strong,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555.6631,556.8929,space,1.2132,
