instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,key_resp_one.rt,key_resp_one.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,key_resp_two.rt,key_resp_two.duration,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I take good care of myself.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,323.2269,324.2758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.2105,323.2268,,,,0,6,6,24,1,20,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,326.5099,327.5602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.2763,326.5099,2,2.2179,,0,7,7,37,1,30,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,329.276,330.3269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.5608,329.2759,1,1.7032,,0,8,8,7,1,38,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,332.3104,333.3602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.3275,332.3104,4,1.9654,,0,9,9,27,1,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,333.5103,334.5603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.3606,333.5103,4,0.132,,0,10,10,30,1,18,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,334.6771,335.7271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.5607,334.6771,4,0.099,,0,11,11,0,1,34,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,335.8272,336.877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.7276,335.8271,4,0.0819,,0,12,12,34,1,40,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,336.9772,338.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.8777,336.9771,4,0.0826,,0,13,13,12,1,24,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,338.2272,339.277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.0274,338.2271,4,0.1824,,0,14,14,8,1,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,339.4604,340.5103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.2774,339.4603,4,0.1659,,0,15,15,20,1,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,340.644,341.6937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.511,340.644,4,0.1156,,0,16,16,1,1,12,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,341.8106,342.8605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.6942,341.8105,4,0.0993,,0,17,17,13,1,32,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,343.0267,344.0775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.861,343.0267,4,0.1488,,0,18,18,5,1,30,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,344.0943,345.144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.078,344.0943,4,0.0008,,0,19,19,38,1,26,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,345.1609,346.2106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.1445,345.1608,4,0.0009,,0,20,20,2,1,40,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,346.2277,347.2773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.2111,346.2276,4,0.0008,,0,21,21,33,1,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,347.311,348.3607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.2778,347.3109,4,0.019,,0,22,22,15,1,28,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,348.3772,349.4272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.3613,348.3772,4,0.0072,,0,23,23,16,1,34,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,349.5109,350.5606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.4277,349.5108,4,0.0661,,0,24,24,18,1,40,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,350.594,351.6437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.5612,350.594,4,0.0271,,0,25,25,4,1,16,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,351.6774,352.7275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.6441,351.6773,4,0.0277,,0,26,26,6,1,26,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,352.8944,353.9443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.7278,352.8944,4,0.1499,,0,27,27,17,1,12,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,354.1606,355.2108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.9447,354.1606,4,0.21,,0,28,28,25,1,14,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,355.61,356.6611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.2114,355.6099,4,0.3821,,0,29,29,9,1,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,356.6771,357.7266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.6615,356.677,4,0.0006,,0,30,30,41,1,36,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,357.7935,358.8443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.7269,357.7934,4,0.0514,,0,31,31,32,1,34,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,358.9602,360.0101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.8448,358.96,4,0.0989,,0,32,32,29,1,32,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,360.0613,361.1112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.0106,360.0612,4,0.0341,,0,33,33,40,1,20,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,361.2614,362.3111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.1115,361.2613,4,0.1322,,0,34,34,28,1,24,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,362.6446,363.6944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.3116,362.6445,4,0.316,,0,35,35,23,1,38,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,363.878,364.9278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.6949,363.878,4,0.1638,,0,36,36,31,1,28,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,365.295,366.3436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.9286,365.2948,4,0.3469,,0,37,37,39,1,38,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,366.5612,367.6113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.3442,366.561,4,0.1998,,0,38,38,36,1,16,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,369.2115,370.2603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.6121,369.2115,4,1.5817,,0,39,39,11,1,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,370.5616,371.6106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.2608,370.5615,4,0.2836,,0,40,40,19,1,22,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,371.7605,372.8115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.611,371.7605,4,0.1385,,0,41,41,3,1,22,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.8118,376.8951,space,4.0524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree moderate,Agree moderate,Agree moderate,Agree low,Agree low,Agree low,Agree low,Agree moderate,Agree moderate,Agree moderate,Disagree low,Agree moderate,Agree moderate,Agree moderate,Agree low,Agree moderate,Agree moderate,Agree moderate,Agree moderate,Agree low,Agree low,Agree low,Agree low,Agree low,Agree low,Agree low,Agree low,Agree low,Agree low,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.9907,566.8009,space,1.7928,
