instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,key_resp_one.rt,key_resp_one.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,key_resp_two.rt,key_resp_two.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I advocate for my own needs.,survey.block_1/question3.I balance my own needs with the needs of others.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.",survey.block_1/question3.I take good care of myself.,"survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.",survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,230.495,231.5387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.9623,230.4949,1,0.5232,,0,7,7,20,1,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,231.8344,232.8791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.5388,231.8344,1,0.2859,,0,8,8,8,1,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,233.256,234.3117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.8794,233.256,1,0.3667,,0,9,9,9,1,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,234.5887,235.6419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.3119,234.5887,1,0.2667,,0,10,10,6,1,26,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,236.0828,237.1334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.6421,236.0827,1,0.4306,,0,11,11,35,1,22,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,237.4438,238.4856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.1337,237.4437,1,0.2998,,0,12,12,23,1,38,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,239.1473,240.1882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.4858,239.1473,4,0.6516,,0,13,13,7,1,38,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,240.9667,242.0141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.1884,240.9667,4,0.7683,,0,14,14,32,1,34,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,243.4234,244.4704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.0144,243.4233,1,1.3988,,0,15,15,21,1,30,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,245.0671,246.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.4706,245.0671,1,0.5866,,0,16,16,3,1,22,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,247.0362,248.0893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.1127,247.0361,4,0.9138,,0,17,17,15,1,28,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,248.9312,249.9778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.09,248.9311,1,0.831,,0,18,18,38,1,26,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,250.7963,251.8376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.9781,250.7963,4,0.8074,,0,19,19,10,1,36,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,252.5,253.5494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.8378,252.4999,4,0.6525,,0,20,20,41,1,36,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,254.0446,255.0955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.5497,254.0445,4,0.4854,,0,21,21,2,1,40,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,255.5368,256.5883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.0956,255.5368,4,0.4312,,0,22,22,16,1,34,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,257.2071,258.2591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.5885,257.2071,1,0.6091,,0,23,23,12,1,24,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,258.8164,259.8557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.2595,258.8164,4,0.5473,,0,24,24,26,1,36,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,260.6519,261.6946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.856,260.6519,4,0.7858,,0,25,25,13,1,32,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,262.3614,263.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.6948,262.3613,1,0.657,,0,26,26,33,1,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,264.0281,265.0798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.4002,264.028,1,0.6186,,0,27,27,25,1,14,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,266.0167,267.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.08,266.0167,4,0.9267,,0,28,28,18,1,40,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,267.3137,268.3547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.0628,267.3137,1,0.2413,,0,29,29,31,1,28,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,268.6791,269.728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.3549,268.6791,4,0.3138,,0,30,30,40,1,20,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,270.5855,271.6327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.7283,270.5855,1,0.847,,0,31,31,22,1,26,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,272.2531,273.2987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.6329,272.2531,1,0.6104,,0,32,32,17,1,12,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,273.8939,274.9473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.299,273.8938,1,0.5847,,0,33,33,19,1,22,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,275.5969,276.6446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.9475,275.5969,1,0.6392,,0,34,34,24,1,20,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,277.5854,278.6324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.6448,277.5854,4,0.9309,,0,35,35,34,1,40,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,280.0515,281.0927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.6325,280.0515,4,1.4091,,0,36,36,28,1,24,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,281.9705,283.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.0929,281.9704,4,0.8679,,0,37,37,39,1,38,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,283.9238,284.9656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.0132,283.9238,1,0.9007,,0,38,38,1,1,12,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,285.7134,286.7652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.9659,285.7133,1,0.7374,,0,39,39,11,1,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,287.6854,288.7279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.7654,287.6853,1,0.9101,,0,40,40,36,1,16,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,289.5695,290.6203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.7282,289.5695,1,0.8315,,0,41,41,30,1,18,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.6205,292.1971,space,1.5613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree low,Agree low,Disagree moderate,Agree low,Disagree low,Disagree moderate,Disagree low,Agree low,Disagree low,Agree moderate,Disagree low,Agree low,Disagree low,Disagree low,Agree low,Disagree low,Agree low,Agree low,Disagree low,Disagree strong,Disagree low,Agree low,Agree low,Agree low,Disagree low,Agree low,Disagree moderate,Disagree low,Agree moderate,Agree low,,,,,
,,,,,17917,001,,,2026-07-08_18h21.01.586,Mixed_Gamble_Task,2026.1.3,Win32,81.96721311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.2786,343.2297,space,1.9406,
